invoiceid;branch;city;customer type;product category;product name;unit price;quantity;tax;total;date;time;payment;cogs;gross margin percentage;gross income;rating
INV-008313;B;Bauru;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;12.64;1;8.0;12.64;2026-05-28;20:03:20;Cartão de Crédito;7.9;37.5;4.74;4.4
INV-008314;B;Araraquara;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;8.18;1;7.5;8.18;2026-06-21;14:35:51;Cartão de Débito;5.11;37.53;3.07;4.1
INV-008315;A;Jaú;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;24.11;1;8.0;24.11;2026-05-31;14:28:09;Pix;15.89;34.09;8.22;4.0
INV-008316;A;Jaú;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;9.53;2;10.2;19.06;2026-05-28;13:25:34;Cartão de Crédito;12.5;34.42;6.56;4.1
INV-008317;A;Jaú;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;42.21;1;4.5;42.21;2026-06-19;19:28:56;Pix;24.19;42.69;18.02;4.5
INV-008318;A;Bauru;Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;33.4;2;5.2;66.8;2026-07-29;21:50:43;Pix;49.39;26.06;17.41;3.9
INV-008319;C;Jaú;Filiada;Cardiovasculares;Enalapril 10mg 30 comprimidos - Medley;13.54;1;9.5;13.54;2026-06-20;16:06:53;Pix;7.2;46.82;6.34;3.9
INV-008320;A;Jaú;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;10.45;1;5.2;10.45;2026-05-24;16:23:41;Cartão de Crédito;6.27;40.0;4.18;4.9
INV-008321;B;Jaú;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;13.16;1;10.2;13.16;2026-07-08;13:26:57;Cartão de Débito;7.52;42.86;5.64;4.3
INV-008322;A;Jaú;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;19.34;4;7.5;77.36;2026-08-08;15:00:56;Dinheiro;55.49;28.27;21.87;4.4
INV-008323;A;Araraquara;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;16.04;1;5.2;16.04;2026-07-21;17:13:58;Cartão de Crédito;9.15;42.96;6.89;4.4
INV-008324;B;Araraquara;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;8.89;2;5.2;17.78;2026-06-29;15:39:42;Pix;10.3;42.07;7.48;5.0
INV-008325;B;Araraquara;Filiada;Antibióticos;Ciprofloxacino 500mg 14 comprimidos - Medley;20.76;1;10.2;20.76;2026-06-30;15:17:27;Pix;11.58;44.22;9.18;5.0
INV-008326;A;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;14.28;1;6.0;14.28;2026-05-14;15:38:38;Cartão de Crédito;7.52;47.34;6.76;4.3
INV-008327;B;Bauru;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;14.83;2;6.0;29.66;2026-05-02;18:55:11;Cartão de Débito;20.23;31.79;9.43;3.5
INV-008328;B;São Carlos;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;12.84;1;11.3;12.84;2026-05-12;09:26:22;Cartão de Crédito;9.58;25.39;3.26;5.0
INV-008329;C;São Carlos;Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;7.28;5;9.5;36.4;2026-06-09;12:04:28;Cartão de Crédito;23.76;34.73;12.64;4.1
INV-008330;B;Jaú;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;14.42;1;5.2;14.42;2026-06-04;15:09:33;Cartão de Crédito;9.82;31.9;4.6;4.8
INV-008331;A;Araraquara;Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;29.84;4;7.5;119.36;2026-06-08;10:28:04;Pix;87.13;27.0;32.23;4.2
INV-008332;B;Araraquara;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;7.67;1;10.2;7.67;2026-07-16;10:17:12;Pix;4.87;36.51;2.8;4.7
INV-008333;A;Jaú;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;22.77;1;7.5;22.77;2026-08-03;17:23:18;Pix;15.36;32.54;7.41;4.0
INV-008334;A;São Carlos;Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;47.55;2;4.5;95.1;2026-05-28;14:18:08;Dinheiro;58.16;38.84;36.94;4.1
INV-008335;A;Araraquara;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;24.55;2;6.0;49.1;2026-08-10;15:28:12;Cartão de Débito;34.68;29.37;14.42;4.9
INV-008336;A;São Carlos;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;24.19;4;9.5;96.76;2026-06-25;15:21:37;Cartão de Crédito;63.7;34.17;33.06;4.3
INV-008337;A;São Carlos;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;12.92;2;9.5;25.84;2026-05-16;18:54:52;Pix;18.73;27.52;7.11;3.3
INV-008338;B;Jaú;Não Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;9.55;1;7.5;9.55;2026-08-11;15:13:57;Pix;5.37;43.77;4.18;4.7
INV-008339;A;São Carlos;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;50.0;2;12.5;100.0;2026-06-09;17:20:40;Dinheiro;69.0;31.0;31.0;3.5
INV-008340;C;São Carlos;Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;7.83;1;5.2;7.83;2026-06-10;13:24:05;Cartão de Crédito;4.14;47.13;3.69;3.9
INV-008341;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;18.75;1;9.5;18.75;2026-07-04;15:06:13;Pix;13.6;27.47;5.15;4.7
INV-008342;A;São Carlos;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;13.29;1;7.5;13.29;2026-05-10;20:03:35;Cartão de Crédito;7.22;45.67;6.07;3.8
INV-008343;A;Araraquara;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;10.35;2;6.0;20.7;2026-08-12;20:42:23;Pix;14.38;30.53;6.32;4.5
INV-008344;B;Jaú;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;6.89;3;8.0;20.67;2026-05-10;17:25:34;Cartão de Crédito;12.43;39.86;8.24;5.0
INV-008345;A;Jaú;Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;19.08;4;7.5;76.32;2026-06-26;19:01:21;Cartão de Crédito;54.0;29.25;22.32;4.0
INV-008346;A;Araraquara;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;29.17;1;8.0;29.17;2026-07-03;15:41:26;Pix;20.81;28.66;8.36;4.6
INV-008347;A;Bauru;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;25.39;3;5.2;76.17;2026-07-25;14:36:27;Cartão de Crédito;44.11;42.09;32.06;4.6
INV-008348;C;Araraquara;Filiada;Gastrointestinais;Eno 100g - Haleon;19.03;1;8.0;19.03;2026-08-13;13:03:29;Cartão de Crédito;11.79;38.05;7.24;3.8
INV-008349;A;Jaú;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;18.18;2;7.5;36.36;2026-08-06;20:26:28;Pix;24.9;31.52;11.46;4.5
INV-008350;A;Bauru;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;14.96;1;8.0;14.96;2026-07-20;13:03:48;Cartão de Débito;9.76;34.76;5.2;3.5
INV-008351;A;Jaú;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;12.79;1;7.5;12.79;2026-07-16;11:14:17;Pix;8.9;30.41;3.89;4.6
INV-008352;A;Araraquara;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;10.86;1;6.0;10.86;2026-05-18;14:06:33;Pix;5.78;46.78;5.08;4.1
INV-008353;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;29.59;4;9.5;118.36;2026-06-06;18:51:49;Cartão de Crédito;76.58;35.3;41.78;4.3
INV-008354;B;São Carlos;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;17.62;2;9.5;35.24;2026-06-11;13:13:57;Dinheiro;18.92;46.31;16.32;4.5
INV-008355;A;Jaú;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;12.67;2;7.5;25.34;2026-05-27;13:41:02;Pix;13.73;45.82;11.61;5.0
INV-008356;A;Araraquara;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;20.13;1;8.0;20.13;2026-05-18;15:13:56;Cartão de Crédito;12.38;38.5;7.75;3.9
INV-008357;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;8.47;1;6.0;8.47;2026-06-29;18:00:17;Cartão de Crédito;5.41;36.13;3.06;3.9
INV-008358;A;Bauru;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;14.14;4;6.0;56.56;2026-06-28;19:51:01;Cartão de Crédito;31.52;44.27;25.04;4.5
INV-008359;B;Araraquara;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;16.15;1;8.0;16.15;2026-06-02;21:11:45;Cartão de Crédito;10.53;34.8;5.62;3.9
INV-008360;A;Bauru;Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;35.81;1;10.2;35.81;2026-05-17;13:20:01;Cartão de Débito;20.75;42.06;15.06;4.1
INV-008361;A;Bauru;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;12.8;1;11.3;12.8;2026-07-18;12:18:39;Pix;7.74;39.53;5.06;4.7
INV-008362;C;São Carlos;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;5.13;3;12.5;15.39;2026-07-14;10:38:15;Pix;11.39;25.99;4.0;5.0
INV-008363;B;Jaú;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;8.65;1;12.5;8.65;2026-07-28;22:03:47;Pix;6.13;29.13;2.52;4.5
INV-008364;B;Jaú;Não Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;17.91;1;4.5;17.91;2026-06-04;19:14:06;Cartão de Crédito;10.96;38.81;6.95;3.9
INV-008365;A;São Carlos;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;10.59;1;5.2;10.59;2026-07-04;19:53:54;Pix;7.37;30.41;3.22;4.8
INV-008366;C;Jaú;Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;12.81;1;6.0;12.81;2026-06-23;16:51:26;Cartão de Débito;7.74;39.58;5.07;4.8
INV-008367;A;São Carlos;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;11.34;2;9.5;22.68;2026-07-28;18:19:37;Pix;11.93;47.4;10.75;3.7
INV-008368;A;São Carlos;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.61;1;12.5;8.61;2026-05-27;14:52:18;Cartão de Crédito;5.22;39.37;3.39;5.0
INV-008369;B;Araraquara;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;10.84;4;5.2;43.36;2026-07-31;15:41:32;Cartão de Crédito;25.6;40.96;17.76;4.5
INV-008370;A;Bauru;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;58.31;2;7.5;116.62;2026-08-07;18:25:40;Dinheiro;65.03;44.24;51.59;4.7
INV-008371;A;São Carlos;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;18.99;1;7.5;18.99;2026-08-03;22:57:58;Pix;11.46;39.65;7.53;3.2
INV-008372;C;Jaú;Não Filiada;Gastrointestinais;Eno 100g - Haleon;15.21;1;11.3;15.21;2026-05-05;12:07:59;Cartão de Débito;10.3;32.28;4.91;5.0
INV-008373;A;Bauru;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;31.66;1;9.5;31.66;2026-07-11;16:47:48;Cartão de Crédito;17.11;45.96;14.55;5.0
INV-008374;B;Bauru;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;14.56;1;7.5;14.56;2026-06-16;18:14:33;Pix;9.38;35.58;5.18;3.8
INV-008375;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;13.81;1;10.2;13.81;2026-07-06;20:43:01;Pix;9.56;30.77;4.25;3.5
INV-008376;A;Jaú;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;16.33;1;4.5;16.33;2026-06-18;17:21:10;Cartão de Débito;10.62;34.97;5.71;3.5
INV-008377;A;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;11.2;1;8.0;11.2;2026-07-06;11:05:00;Pix;6.94;38.04;4.26;4.0
INV-008378;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;16.01;1;6.0;16.01;2026-06-25;11:39:17;Cartão de Débito;10.14;36.66;5.87;4.5
INV-008379;A;Jaú;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;16.75;6;8.0;100.5;2026-07-11;20:44:17;Cartão de Crédito;64.26;36.06;36.24;3.9
INV-008380;A;Jaú;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;14.79;2;7.5;29.58;2026-05-14;10:04:53;Pix;18.17;38.57;11.41;4.9
INV-008381;A;Jaú;Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;32.58;1;10.2;32.58;2026-06-12;09:05:10;Pix;19.0;41.68;13.58;4.8
INV-008382;A;São Carlos;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;29.33;2;11.3;58.66;2026-07-21;20:08:34;Cartão de Débito;36.93;37.04;21.73;4.8
INV-008383;A;São Carlos;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;16.74;2;10.2;33.48;2026-08-10;19:33:41;Cartão de Crédito;23.52;29.75;9.96;4.7
INV-008384;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;14.34;1;12.5;14.34;2026-05-13;18:22:59;Cartão de Débito;8.31;42.05;6.03;4.8
INV-008385;A;Bauru;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;17.76;2;11.3;35.52;2026-07-01;15:46:40;Pix;26.44;25.56;9.08;4.5
INV-008386;A;Jaú;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;20.23;1;6.0;20.23;2026-07-19;20:41:43;Cartão de Débito;10.84;46.42;9.39;4.2
INV-008387;A;Jaú;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;18.68;1;11.3;18.68;2026-05-17;10:58:44;Cartão de Crédito;9.82;47.43;8.86;4.7
INV-008388;A;Bauru;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.03;1;8.0;8.03;2026-07-07;13:35:14;Pix;5.62;30.01;2.41;4.7
INV-008389;A;Bauru;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;17.52;3;8.0;52.56;2026-05-05;13:48:27;Pix;28.09;46.56;24.47;3.6
INV-008390;A;São Carlos;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;16.87;2;11.3;33.74;2026-07-14;12:24:30;Pix;24.48;27.45;9.26;4.4
INV-008391;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;9.69;2;6.0;19.38;2026-06-08;14:46:35;Cartão de Crédito;13.71;29.26;5.67;4.3
INV-008392;A;Jaú;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;11.84;2;7.5;23.68;2026-05-14;09:09:58;Cartão de Crédito;15.03;36.53;8.65;4.3
INV-008393;A;Bauru;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;27.06;1;5.2;27.06;2026-06-21;17:53:19;Pix;20.4;24.61;6.66;4.6
INV-008394;A;Bauru;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;10.04;1;7.5;10.04;2026-06-05;10:14:59;Pix;6.95;30.78;3.09;4.6
INV-008395;A;Bauru;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;14.02;2;12.5;28.04;2026-06-20;19:50:06;Pix;17.01;39.34;11.03;4.8
INV-008396;A;Bauru;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;18.68;2;7.5;37.36;2026-07-01;13:33:53;Pix;28.07;24.87;9.29;4.3
INV-008397;A;Bauru;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;12.41;2;4.5;24.82;2026-07-09;19:12:35;Pix;16.94;31.75;7.88;5.0
INV-008398;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;9.04;2;8.0;18.08;2026-06-08;20:44:07;Pix;9.44;47.79;8.64;4.9
INV-008399;A;Jaú;Não Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;31.39;2;8.0;62.78;2026-05-14;13:20:27;Cartão de Crédito;45.23;27.95;17.55;4.8
INV-008400;B;Bauru;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;17.63;1;8.0;17.63;2026-07-29;10:49:00;Pix;9.35;46.97;8.28;5.0
INV-008401;A;São Carlos;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;24.6;1;4.5;24.6;2026-07-03;17:58:31;Cartão de Débito;18.54;24.63;6.06;4.3
INV-008402;B;Bauru;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;7.39;3;4.5;22.17;2026-07-27;16:57:49;Pix;14.9;32.79;7.27;4.9
INV-008403;A;Bauru;Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;14.98;1;6.0;14.98;2026-08-12;14:52:26;Cartão de Débito;9.05;39.59;5.93;4.0
INV-008404;A;Bauru;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;19.31;4;11.3;77.24;2026-07-17;13:51:25;Cartão de Crédito;55.87;27.67;21.37;3.8
INV-008405;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;18.72;1;9.5;18.72;2026-06-15;16:32:15;Cartão de Débito;10.45;44.18;8.27;4.4
INV-008406;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;15.28;1;8.0;15.28;2026-08-03;12:57:17;Cartão de Crédito;10.5;31.28;4.78;4.6
INV-008407;A;Araraquara;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;16.64;2;4.5;33.28;2026-07-12;17:43:24;Pix;19.05;42.76;14.23;3.9
INV-008408;C;Araraquara;Filiada;Cardiovasculares;Enalapril 10mg 30 comprimidos - Medley;14.02;2;7.5;28.04;2026-07-07;13:35:25;Cartão de Crédito;14.65;47.75;13.39;4.1
INV-008409;B;Bauru;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;10.34;2;7.5;20.68;2026-05-15;15:28:28;Pix;15.31;25.97;5.37;4.2
INV-008410;A;São Carlos;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;17.87;1;6.0;17.87;2026-06-16;16:32:21;Pix;9.7;45.72;8.17;4.0
INV-008411;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;18.83;3;7.5;56.49;2026-05-21;13:45:59;Cartão de Crédito;31.24;44.7;25.25;3.4
INV-008412;B;Bauru;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;11.17;2;7.5;22.34;2026-07-23;12:03:14;Pix;15.11;32.36;7.23;4.3
INV-008413;A;Jaú;Não Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;30.4;1;12.5;30.4;2026-05-30;17:47:46;Cartão de Débito;19.19;36.88;11.21;3.4
INV-008414;A;Jaú;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;13.72;1;11.3;13.72;2026-05-14;10:49:33;Pix;8.83;35.64;4.89;4.4
INV-008415;B;Araraquara;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;16.15;1;11.3;16.15;2026-05-23;12:47:55;Cartão de Crédito;10.91;32.45;5.24;5.0
INV-008416;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;35.99;1;9.5;35.99;2026-08-04;14:00:31;Cartão de Crédito;24.47;32.01;11.52;3.7
INV-008417;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.8;1;8.0;8.8;2026-05-23;20:02:55;Cartão de Crédito;5.03;42.84;3.77;4.6
INV-008418;A;Bauru;Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;33.94;1;7.5;33.94;2026-06-11;19:12:06;Dinheiro;24.31;28.37;9.63;5.0
INV-008419;B;Araraquara;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;7.52;2;7.5;15.04;2026-05-07;12:17:36;Cartão de Crédito;10.1;32.85;4.94;4.2
INV-008420;C;Araraquara;Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;8.92;1;7.5;8.92;2026-05-14;11:20:21;Cartão de Crédito;4.79;46.3;4.13;4.4
INV-008421;A;Araraquara;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;32.38;2;7.5;64.76;2026-07-05;12:47:31;Pix;44.84;30.76;19.92;4.6
INV-008422;C;Jaú;Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;28.71;1;8.0;28.71;2026-07-12;12:53:33;Dinheiro;21.36;25.6;7.35;4.2
INV-008423;B;Bauru;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;13.62;1;9.5;13.62;2026-06-12;10:02:35;Cartão de Crédito;8.82;35.24;4.8;3.9
INV-008424;A;São Carlos;Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;57.95;3;6.0;173.85;2026-07-04;16:19:02;Cartão de Crédito;118.36;31.92;55.49;3.9
INV-008425;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;14.08;1;9.5;14.08;2026-05-18;10:42:59;Pix;8.07;42.68;6.01;4.3
INV-008426;A;Bauru;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;24.13;1;7.5;24.13;2026-06-07;11:44:09;Pix;17.05;29.34;7.08;3.4
INV-008427;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.86;3;6.0;35.58;2026-06-03;16:27:45;Cartão de Crédito;20.29;42.97;15.29;3.8
INV-008428;A;Jaú;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;35.1;1;4.5;35.1;2026-05-06;21:37:09;Cartão de Débito;18.57;47.09;16.53;4.9
INV-008429;A;Jaú;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;10.91;1;8.0;10.91;2026-07-09;14:24:19;Cartão de Débito;7.37;32.45;3.54;4.3
INV-008430;B;Jaú;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;7.99;3;4.5;23.97;2026-05-01;15:47:06;Cartão de Crédito;14.23;40.63;9.74;4.7
INV-008431;B;Araraquara;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;19.04;1;4.5;19.04;2026-07-25;20:50:07;Cartão de Crédito;11.06;41.91;7.98;4.2
INV-008432;A;Bauru;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;16.39;2;8.0;32.78;2026-07-04;19:36:03;Pix;21.63;34.01;11.15;4.7
INV-008433;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;35.54;3;11.3;106.62;2026-06-30;17:10:35;Pix;59.18;44.49;47.44;4.2
INV-008434;A;Araraquara;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;31.93;1;5.2;31.93;2026-06-25;08:59:49;Cartão de Crédito;23.11;27.62;8.82;3.6
INV-008435;A;Araraquara;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;41.93;1;7.5;41.93;2026-06-23;12:00:06;Pix;23.07;44.98;18.86;3.1
INV-008436;A;Jaú;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;11.68;2;8.0;23.36;2026-08-03;12:36:30;Pix;12.21;47.73;11.15;4.8
INV-008437;A;Bauru;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;28.85;1;8.0;28.85;2026-05-03;11:10:38;Cartão de Crédito;21.19;26.55;7.66;3.6
INV-008438;A;Jaú;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;25.8;1;5.2;25.8;2026-05-13;17:20:57;Cartão de Crédito;13.82;46.43;11.98;4.0
INV-008439;A;Araraquara;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;15.65;1;5.2;15.65;2026-07-15;08:29:25;Pix;9.25;40.89;6.4;3.5
INV-008440;A;Jaú;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;10.61;6;5.2;63.66;2026-07-19;18:36:31;Pix;35.31;44.53;28.35;4.4
INV-008441;B;Jaú;Não Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;15.17;2;4.5;30.34;2026-05-18;13:04:55;Pix;17.11;43.61;13.23;4.2
INV-008442;B;Jaú;Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;21.83;2;6.0;43.66;2026-07-11;15:08:57;Cartão de Crédito;28.07;35.71;15.59;3.6
INV-008443;C;Jaú;Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;13.89;2;9.5;27.78;2026-07-16;12:52:29;Cartão de Débito;16.98;38.88;10.8;4.7
INV-008444;B;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;14.89;2;6.0;29.78;2026-06-14;19:30:11;Cartão de Débito;22.51;24.41;7.27;5.0
INV-008445;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;13.58;1;9.5;13.58;2026-06-24;18:32:29;Cartão de Crédito;7.93;41.61;5.65;3.7
INV-008446;B;Jaú;Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;16.73;1;10.2;16.73;2026-07-13;16:31:08;Cartão de Débito;11.33;32.28;5.4;4.4
INV-008447;B;São Carlos;Não Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;17.14;1;4.5;17.14;2026-06-27;21:21:27;Pix;11.96;30.22;5.18;4.6
INV-008448;A;Araraquara;Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;25.53;3;9.5;76.59;2026-05-10;15:44:27;Cartão de Crédito;47.01;38.62;29.58;4.9
INV-008449;A;São Carlos;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;9.5;1;6.0;9.5;2026-06-26;14:30:56;Pix;5.05;46.84;4.45;4.2
